frame,Hips_x,Hips_y,Hips_z,LeftUpLeg_x,LeftUpLeg_y,LeftUpLeg_z,RightUpLeg_x,RightUpLeg_y,RightUpLeg_z,Spine_x,Spine_y,Spine_z,LeftLeg_x,LeftLeg_y,LeftLeg_z,RightLeg_x,RightLeg_y,RightLeg_z,Spine1_x,Spine1_y,Spine1_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,RightFoot_x,RightFoot_y,RightFoot_z,Spine2_x,Spine2_y,Spine2_z,LeftToeBase_x,LeftToeBase_y,LeftToeBase_z,RightToeBase_x,RightToeBase_y,RightToeBase_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,Neck_x,Neck_y,Neck_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,LeftArm_x,LeftArm_y,LeftArm_z,Head_x,Head_y,Head_z,RightArm_x,RightArm_y,RightArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightHand_x,RightHand_y,RightHand_z,LeftHandIndex1_x,LeftHandIndex1_y,LeftHandIndex1_z,LeftHandMiddle1_x,LeftHandMiddle1_y,LeftHandMiddle1_z,LeftHandPinky1_x,LeftHandPinky1_y,LeftHandPinky1_z,LeftHandRing1_x,LeftHandRing1_y,LeftHandRing1_z,LeftHandThumb1_x,LeftHandThumb1_y,LeftHandThumb1_z,RightHandIndex1_x,RightHandIndex1_y,RightHandIndex1_z,RightHandMiddle1_x,RightHandMiddle1_y,RightHandMiddle1_z,RightHandPinky1_x,RightHandPinky1_y,RightHandPinky1_z,RightHandRing1_x,RightHandRing1_y,RightHandRing1_z,RightHandThumb1_x,RightHandThumb1_y,RightHandThumb1_z,LeftHandIndex2_x,LeftHandIndex2_y,LeftHandIndex2_z,LeftHandMiddle2_x,LeftHandMiddle2_y,LeftHandMiddle2_z,LeftHandPinky2_x,LeftHandPinky2_y,LeftHandPinky2_z,LeftHandRing2_x,LeftHandRing2_y,LeftHandRing2_z,LeftHandThumb2_x,LeftHandThumb2_y,LeftHandThumb2_z,RightHandIndex2_x,RightHandIndex2_y,RightHandIndex2_z,RightHandMiddle2_x,RightHandMiddle2_y,RightHandMiddle2_z,RightHandPinky2_x,RightHandPinky2_y,RightHandPinky2_z,RightHandRing2_x,RightHandRing2_y,RightHandRing2_z,RightHandThumb2_x,RightHandThumb2_y,RightHandThumb2_z,LeftHandIndex3_x,LeftHandIndex3_y,LeftHandIndex3_z,LeftHandMiddle3_x,LeftHandMiddle3_y,LeftHandMiddle3_z,LeftHandPinky3_x,LeftHandPinky3_y,LeftHandPinky3_z,LeftHandRing3_x,LeftHandRing3_y,LeftHandRing3_z,LeftHandThumb3_x,LeftHandThumb3_y,LeftHandThumb3_z,RightHandIndex3_x,RightHandIndex3_y,RightHandIndex3_z,RightHandMiddle3_x,RightHandMiddle3_y,RightHandMiddle3_z,RightHandPinky3_x,RightHandPinky3_y,RightHandPinky3_z,RightHandRing3_x,RightHandRing3_y,RightHandRing3_z,RightHandThumb3_x,RightHandThumb3_y,RightHandThumb3_z
264,-0.1202217,0.9157345,-0.008129765,-0.2044474,0.8517365,-0.0271425,-0.04037555,0.8465249,-0.02777094,-0.1169706,1.017308,-0.00176253,-0.2818542,0.4823387,0.2061716,0.0748371,0.474957,0.1856442,-0.1066389,1.11634,0.007788363,-0.3632141,0.08727056,0.01755901,0.2096032,0.08727562,0.01297761,-0.08982147,1.205508,0.0291511,-0.3700022,-1.978874E-05,0.1244464,0.2076055,-1.03116E-05,0.1200652,-0.1053646,1.31667,0.0748629,-0.04577958,1.355332,0.09284528,-0.0180451,1.300065,0.05354855,-0.2116897,1.336838,0.0806779,-0.02120008,1.428058,0.1531873,0.06769041,1.284545,-0.01091184,-0.3134491,1.120894,0.2239552,0.2183078,1.051915,-0.03760857,-0.03251959,1.149654,0.2464001,0.07440732,1.118551,0.1971352,0.0604225,1.145927,0.259941,0.05534209,1.14248,0.2826965,0.02773551,1.125624,0.3079583,0.04429906,1.135831,0.2968487,0.001547158,1.142542,0.2273041,0.06461505,1.163143,0.279289,0.08364099,1.151101,0.2862537,0.1033566,1.115397,0.2816793,0.09504838,1.135729,0.2860984,0.0474825,1.137321,0.2194338,0.05654024,1.110834,0.2488764,0.05146929,1.107385,0.2716354,0.02298593,1.090954,0.2995094,0.04099401,1.105954,0.2874289,0.03519661,1.11865,0.23438,0.03971446,1.136012,0.2828757,0.05874043,1.12397,0.2898404,0.07912908,1.088999,0.2851691,0.07230628,1.11095,0.2893742,0.02786795,1.131286,0.2559523,0.0312255,1.120954,0.2405701,0.02526631,1.11786,0.2630376,0.004332952,1.098411,0.293389,0.01479097,1.116429,0.2788312,0.03569628,1.103171,0.2648543,0.04558299,1.135682,0.2549884,0.06481481,1.123629,0.2609745,0.08345326,1.088756,0.2646205,0.07825654,1.110616,0.2610986,0.0441635,1.120175,0.2838467
265,-0.1085688,0.9390701,-0.003881862,-0.1928362,0.8769872,-0.02829326,-0.02914405,0.8683633,-0.01948289,-0.1036251,1.040502,0.003555675,-0.2862075,0.4954088,0.1780117,0.07865576,0.4825716,0.171375,-0.09107985,1.139505,0.01037254,-0.3630463,0.08721888,0.01754449,0.2088994,0.08730358,0.01303221,-0.07239754,1.229071,0.02823085,-0.3700128,-2.193451E-05,0.1244607,0.2076137,1.770258E-05,0.1201307,-0.08573626,1.343072,0.06714244,-0.02546636,1.381092,0.0841864,0.001498468,1.322916,0.04874218,-0.1909648,1.368344,0.07296179,-0.00065092,1.456294,0.1413104,0.08951693,1.302086,-0.01096921,-0.2807944,1.164068,0.2394463,0.2405707,1.068412,-0.001263245,-0.001737453,1.18034,0.2854322,0.106661,1.152243,0.2338812,0.09044363,1.1772,0.3035507,0.08428391,1.175374,0.3262272,0.0554092,1.160437,0.3512778,0.07254588,1.169775,0.3402742,0.03312945,1.171774,0.2684997,0.09329244,1.20025,0.3135694,0.1130517,1.18992,0.3212104,0.1351962,1.155468,0.3185634,0.1254859,1.175382,0.3218915,0.07836635,1.170247,0.2550886,0.08682685,1.141435,0.2947889,0.08067643,1.139607,0.3174696,0.05080736,1.125279,0.3450524,0.06946675,1.139326,0.3328149,0.06623886,1.148302,0.2787965,0.07028515,1.171693,0.3184885,0.09004445,1.161364,0.3261296,0.1128108,1.127683,0.3233495,0.104473,1.149301,0.3263841,0.05896915,1.164777,0.2918117,0.06200048,1.15105,0.2846175,0.05497894,1.149559,0.3069413,0.03251424,1.132364,0.3375576,0.0437692,1.149278,0.3222866,0.06520624,1.134991,0.3102655,0.07634757,1.170324,0.2906744,0.09631952,1.159947,0.2973396,0.1172778,1.126674,0.3028549,0.1106197,1.147913,0.2981827,0.0758018,1.156271,0.3202971
266,-0.09914432,0.9537176,-0.0003046449,-0.183108,0.8927479,-0.02830441,-0.02003222,0.882057,-0.01284131,-0.09324987,1.055063,0.007603346,-0.2881483,0.5034912,0.1569733,0.08299028,0.4876163,0.1623319,-0.07922976,1.153991,0.01230119,-0.3628587,0.08726507,0.01752033,0.2085686,0.08733284,0.01308053,-0.0594581,1.243797,0.02760195,-0.3700066,1.299381E-05,0.1244154,0.2077122,4.62532E-05,0.1201829,-0.07171158,1.359552,0.06135002,-0.01119146,1.397301,0.0781057,0.01554762,1.337245,0.04576232,-0.1761563,1.388066,0.06622843,0.01343461,1.474163,0.1330615,0.105677,1.313209,-0.009424396,-0.2564021,1.193864,0.2488788,0.2540942,1.080806,0.02899534,0.01802,1.199526,0.3189698,0.1288962,1.175668,0.2647474,0.1091845,1.196619,0.3416871,0.1019149,1.19572,0.3640891,0.07174825,1.181934,0.3882616,0.08946689,1.190741,0.377753,0.05360777,1.190115,0.3041122,0.1125089,1.224031,0.3436527,0.1327516,1.214894,0.3515422,0.1567331,1.18165,0.3495122,0.1459462,1.201058,0.3524985,0.09955306,1.192426,0.2855479,0.1057426,1.160555,0.3341647,0.09848199,1.159655,0.3565714,0.06720323,1.146583,0.3831986,0.08653662,1.160038,0.3713488,0.08600745,1.166894,0.3169274,0.09104431,1.19435,0.3488789,0.111287,1.185213,0.3567686,0.1358486,1.152771,0.3545972,0.1263422,1.173949,0.3572719,0.08026927,1.186449,0.3222517,0.08151042,1.169892,0.3224221,0.07339964,1.169319,0.3444167,0.04934805,1.153462,0.3745461,0.06145423,1.169702,0.3591942,0.08334831,1.15484,0.3488048,0.0973301,1.192908,0.3211181,0.1177933,1.18372,0.3280337,0.1404802,1.151709,0.3341419,0.1327155,1.172488,0.3291245,0.09737258,1.179276,0.3509417
267,-0.08029023,0.9736711,0.006479512,-0.1634008,0.9143174,-0.02700111,-0.002197176,0.90007,0.000521814,-0.07258485,1.074941,0.01377294,-0.2887563,0.517516,0.1270012,0.09133586,0.4938301,0.15252,-0.05570085,1.17353,0.01445832,-0.3610644,0.0912295,0.02058567,0.2083642,0.08749223,0.01299713,-0.0341404,1.263584,0.02521293,-0.370227,0.0004225969,0.1243197,0.207704,0.0002323985,0.1201226,-0.0450267,1.381909,0.04906515,0.01547284,1.419416,0.06642818,0.04231781,1.356365,0.04051076,-0.1481161,1.415331,0.05012065,0.03911225,1.498849,0.1180607,0.1371246,1.327759,-0.00353454,-0.2103614,1.246216,0.2623487,0.2712326,1.106522,0.0993459,0.04228894,1.229383,0.3893791,0.1616106,1.215358,0.336812,0.1298371,1.22558,0.4233842,0.1198418,1.226051,0.4447238,0.08653341,1.214284,0.4656155,0.1056643,1.222101,0.4569649,0.07913992,1.218367,0.3795585,0.1386946,1.261015,0.4157038,0.1594888,1.25371,0.4240558,0.1865217,1.222876,0.4223611,0.1738906,1.241155,0.4252389,0.1302898,1.22905,0.3569626,0.1262785,1.189255,0.4173138,0.1162916,1.189725,0.4386592,0.08159903,1.178827,0.461809,0.1026347,1.191176,0.4517968,0.1090122,1.195119,0.3974575,0.1199722,1.229399,0.4200527,0.1407662,1.222094,0.4284046,0.1683052,1.192115,0.4265924,0.156791,1.21228,0.4292108,0.1106895,1.220852,0.3930651,0.1039639,1.19851,0.4021921,0.09319405,1.199304,0.4230069,0.0651567,1.185646,0.4506666,0.07953721,1.200755,0.4361444,0.1020928,1.184854,0.4293211,0.1270948,1.228889,0.3924618,0.1481387,1.221566,0.3998457,0.1735534,1.191739,0.4062623,0.1640128,1.211762,0.4012357,0.127627,1.214957,0.4221418
268,-0.06989453,0.9802783,0.01000993,-0.1526,0.9215508,-0.02551567,0.007270694,0.9054916,0.008108284,-0.06096813,1.081538,0.01593169,-0.2885642,0.5252949,0.1206931,0.09441558,0.4951279,0.1526422,-0.04242361,1.17982,0.0145097,-0.360061,0.09619027,0.0256648,0.2079836,0.0878889,0.01288762,-0.01991519,1.269889,0.02294351,-0.3703569,6.41942E-05,0.1243782,0.2075812,0.0006312132,0.1200162,-0.03013505,1.389238,0.04137021,0.03014363,1.426738,0.05950169,0.05712611,1.362334,0.03732123,-0.13255,1.424642,0.0395586,0.0530531,1.507283,0.1097204,0.1544438,1.33196,0.0005341265,-0.1857546,1.272763,0.2667525,0.2750728,1.123111,0.1396224,0.04610986,1.244831,0.4270986,0.1714843,1.235068,0.3783425,0.1303935,1.239808,0.468409,0.1186644,1.240965,0.4888196,0.08345296,1.230401,0.5070661,0.1034226,1.237599,0.4999014,0.08337622,1.232783,0.4206287,0.1446807,1.278226,0.4574157,0.1655439,1.271631,0.466176,0.1938795,1.241982,0.464635,0.1804246,1.259663,0.4675095,0.139116,1.247064,0.39791,0.1264798,1.203449,0.4627781,0.1147586,1.204604,0.4831953,0.07800046,1.19499,0.5035581,0.1000907,1.206645,0.4951076,0.1110793,1.209266,0.4414294,0.1271951,1.245785,0.4607047,0.1480583,1.23919,0.469465,0.1768664,1.210417,0.4678352,0.1644546,1.230034,0.4705135,0.1189666,1.237376,0.4333344,0.1057364,1.212871,0.4456552,0.09328731,1.214356,0.4654716,0.06271581,1.201932,0.4909412,0.07861949,1.216397,0.477384,0.1012764,1.199851,0.4727949,0.1350307,1.246095,0.4333048,0.1561688,1.239512,0.4411037,0.18264,1.210646,0.4476458,0.1723994,1.230349,0.4427319,0.1353928,1.231635,0.4627335
269,-0.04970443,0.9853646,0.01754556,-0.1322017,0.9273705,-0.01963071,0.02492082,0.9082816,0.02390383,-0.03776536,1.086479,0.01879284,-0.2856991,0.534603,0.1184063,0.09917369,0.4935919,0.1631937,-0.01630077,1.184043,0.01371383,-0.3543563,0.1028285,0.03396735,0.2088549,0.08878326,0.01361889,0.007866796,1.273978,0.01792876,-0.3707108,3.004074E-05,0.1248277,0.2075348,0.0004748702,0.1198755,-0.0009384602,1.39458,0.02604607,0.05868056,1.432385,0.04566386,0.0857406,1.365955,0.03074276,-0.1022542,1.432311,0.01848695,0.08001304,1.514636,0.09376762,0.1868805,1.33358,0.009081639,-0.1405411,1.317758,0.2693392,0.2714819,1.16211,0.2114562,0.03802477,1.278722,0.485771,0.1720848,1.270644,0.4535158,0.1128244,1.270593,0.5421129,0.09766308,1.273321,0.559951,0.05909514,1.265635,0.5716914,0.08046546,1.271337,0.568121,0.07497668,1.264249,0.4867033,0.1377517,1.308832,0.5322339,0.1584097,1.303173,0.5420693,0.1886126,1.275397,0.5412653,0.1739095,1.292092,0.5439163,0.137871,1.279835,0.4713889,0.1076365,1.234313,0.5370242,0.09248144,1.237039,0.5548701,0.05207158,1.230483,0.5683721,0.07604862,1.24045,0.5637887,0.09681206,1.240083,0.5130175,0.1221925,1.275276,0.5331979,0.1428505,1.269618,0.5430334,0.173474,1.242748,0.5422034,0.159699,1.261445,0.5447969,0.1162244,1.267501,0.5050648,0.09103414,1.244175,0.516063,0.07529656,1.247247,0.5331736,0.03983825,1.23775,0.5529272,0.05886366,1.250657,0.5420921,0.08084611,1.232633,0.542311,0.1316731,1.277179,0.5063884,0.1526636,1.271587,0.5152831,0.1804596,1.244151,0.522449,0.1693117,1.263375,0.517614,0.1311315,1.261583,0.5352284
270,-0.03432415,0.9827322,0.0247758,-0.1170485,0.9247269,-0.01187471,0.03821924,0.9044421,0.03739577,-0.02001656,1.083482,0.02116746,-0.2830525,0.5366271,0.1248851,0.1030126,0.4883351,0.1771798,0.002896346,1.180567,0.01376263,-0.3485825,0.1048015,0.03825121,0.2091326,0.08825284,0.01302917,0.02789491,1.270365,0.01500873,-0.3710998,1.364946E-05,0.1254464,0.2075506,0.0006113052,0.1198328,0.02009373,1.391307,0.01564979,0.07908455,1.429678,0.03605067,0.106088,1.362256,0.02641028,-0.08065944,1.429509,0.004031703,0.09889933,1.512977,0.08298722,0.2089787,1.329704,0.01638806,-0.1124132,1.342633,0.2666328,0.2595245,1.195773,0.2551822,0.02343351,1.306786,0.5126267,0.1565432,1.294099,0.5000885,0.08808582,1.29651,0.5800801,0.07057113,1.300748,0.5952714,0.03026114,1.295699,0.6011025,0.05223666,1.300044,0.6007299,0.05884353,1.290285,0.5196725,0.1165825,1.3291,0.5776235,0.1369308,1.324104,0.5884168,0.168305,1.297647,0.5886595,0.1527784,1.313648,0.590859,0.1210891,1.301454,0.5163181,0.0815094,1.26042,0.5752539,0.06399957,1.264656,0.5904543,0.02167308,1.260903,0.5977085,0.04663777,1.269319,0.5966212,0.07486247,1.265906,0.5497098,0.1024564,1.294906,0.5771202,0.1228047,1.289911,0.5879136,0.1545607,1.264378,0.5881696,0.1398768,1.282418,0.5903994,0.09828744,1.287496,0.5485675,0.06895011,1.270428,0.5517093,0.05099968,1.275015,0.5660833,0.01241894,1.268278,0.5803596,0.03363781,1.279678,0.5722505,0.05417358,1.260456,0.5763708,0.1132155,1.297785,0.5508865,0.1339412,1.29289,0.5607595,0.1624885,1.266499,0.5688396,0.1507856,1.285337,0.5638003,0.1118611,1.281561,0.5793509
271,-0.02328527,0.9777257,0.03051796,-0.1063124,0.9194691,-0.005032739,0.04785299,0.8989732,0.04750372,-0.007388651,1.07802,0.02299857,-0.2814828,0.5356958,0.1325008,0.1066568,0.4827278,0.1895057,0.01611199,1.174839,0.01409777,-0.3444302,0.1047189,0.03992927,0.2103223,0.08738345,0.0127887,0.04149174,1.264535,0.01330367,-0.371473,1.198053E-05,0.125928,0.2075835,8.887053E-05,0.1198529,0.03442,1.385439,0.008803198,0.09295877,1.42432,0.02953881,0.1198424,1.356432,0.02351177,-0.06603499,1.423494,-0.005557412,0.111512,1.508292,0.07578722,0.2233415,1.324324,0.02162588,-0.09787303,1.354238,0.2622205,0.2469946,1.219622,0.2785171,0.01141103,1.32587,0.5220368,0.1387776,1.307765,0.5250375,0.06738261,1.31429,0.5966595,0.04850268,1.319797,0.6096491,0.007584423,1.316893,0.6109317,0.02965605,1.320143,0.6129851,0.04489096,1.307852,0.5334487,0.09482055,1.341057,0.6011494,0.1149158,1.336707,0.6126718,0.1471423,1.311328,0.6139929,0.1310095,1.326784,0.615666,0.1025199,1.313844,0.5399684,0.05953321,1.278447,0.5918947,0.04065704,1.283952,0.6048936,-0.002356187,1.28248,0.6073306,0.02297345,1.289629,0.6089287,0.05611734,1.28355,0.5656447,0.08189459,1.306406,0.6000203,0.1019899,1.302057,0.6115428,0.1345656,1.277615,0.6128943,0.119204,1.295137,0.6146348,0.07903455,1.298982,0.5713106,0.05025887,1.288409,0.566855,0.03105725,1.294264,0.5789752,-0.009189904,1.289821,0.5888801,0.0133737,1.29994,0.5830102,0.03228576,1.279855,0.5898716,0.09350818,1.309761,0.5742108,0.1140109,1.305529,0.5848278,0.143123,1.280086,0.5938771,0.1309793,1.298538,0.5884662,0.09165965,1.293378,0.6025562
272,-0.003701573,0.9630886,0.04049028,-0.08755424,0.9042985,0.007876597,0.06514033,0.8841787,0.06468044,0.01483293,1.06212,0.02574518,-0.2796627,0.5302808,0.149606,0.111719,0.4702014,0.2174411,0.0391529,1.158448,0.01413267,-0.3387909,0.1026827,0.0403512,0.2108371,0.08731753,0.01287282,0.0653088,1.247818,0.009771327,-0.3720815,-1.293421E-05,0.1265829,0.2075101,3.057718E-05,0.1199265,0.06008869,1.36819,-0.003326945,0.1180079,1.407829,0.01771002,0.1442559,1.339427,0.01772806,-0.03974339,1.405713,-0.02259273,0.1344236,1.492889,0.06276165,0.2475083,1.308498,0.02908303,-0.08658934,1.360285,0.2480673,0.2219404,1.253294,0.3007701,-0.008637799,1.352449,0.5203069,0.1018772,1.323197,0.5476522,0.0304743,1.338946,0.6047071,0.0101951,1.347014,0.6136041,-0.03028446,1.348405,0.6069822,-0.008785551,1.349466,0.6131959,0.01985336,1.331679,0.5385457,0.05046838,1.355164,0.619547,0.06997212,1.352603,0.6325299,0.1037565,1.329698,0.6368147,0.08648517,1.343968,0.6369117,0.0643275,1.326992,0.5599046,0.01975601,1.303907,0.5995678,-0.0005215164,1.311974,0.6084747,-0.04310577,1.315061,0.6025345,-0.01791053,1.319636,0.6088206,0.02198541,1.308005,0.5730157,0.04015697,1.319641,0.6186303,0.05966064,1.317081,0.6316131,0.09372377,1.295136,0.6359228,0.0770675,1.311525,0.6360745,0.03983826,1.311276,0.5900389,0.01657834,1.313496,0.5729181,-0.00381062,1.321899,0.5808899,-0.0454471,1.322127,0.5828978,-0.02119978,1.329561,0.5812358,-0.00628162,1.308008,0.5922382,0.05326919,1.323159,0.5935715,0.07323306,1.320722,0.6056751,0.1033854,1.297728,0.6174585,0.09036245,1.315092,0.6106667,0.05062621,1.307434,0.6222252
273,0.005961512,0.9533472,0.04521761,-0.07838869,0.8943299,0.01434383,0.07371105,0.8746273,0.07286387,0.02576376,1.051515,0.02680144,-0.2791433,0.5262548,0.1596035,0.114598,0.4625807,0.2323273,0.05075316,1.147462,0.01356988,-0.3370316,0.1013449,0.03971405,0.2110214,0.08731759,0.01288992,0.0775423,1.236534,0.007348705,-0.3722812,8.285046E-06,0.1267714,0.2073699,3.087521E-05,0.1199332,0.07362427,1.356427,-0.00992832,0.1312833,1.396347,0.01129222,0.1569778,1.327801,0.01430966,-0.02573438,1.393625,-0.03205737,0.1467535,1.481973,0.05560023,0.2595649,1.29745,0.03166771,-0.08905501,1.355893,0.2364232,0.2099097,1.263691,0.3035311,-0.01883407,1.361501,0.5108132,0.08243156,1.327164,0.5484247,0.01167205,1.347388,0.5985953,-0.008801515,1.356803,0.6055015,-0.04836758,1.360432,0.5952179,-0.02748748,1.360354,0.6033392,0.00660788,1.33946,0.5318536,0.02669798,1.359347,0.61692,0.0457116,1.358063,0.6307886,0.08019137,1.336775,0.6372973,0.06236068,1.350292,0.6361621,0.04426374,1.329774,0.5589565,-0.0006277515,1.312943,0.5930048,-0.02110067,1.322356,0.5999211,-0.06271832,1.327815,0.5901013,-0.03795895,1.331029,0.59858,0.004215141,1.316382,0.5667084,0.01790256,1.323408,0.6168486,0.03691632,1.322123,0.6307171,0.07163372,1.301807,0.6372278,0.05432776,1.317468,0.6360967,0.01916226,1.314067,0.5885871,-0.0008217348,1.322178,0.5660429,-0.02130149,1.331915,0.5720133,-0.06286123,1.334619,0.5702348,-0.03815979,1.340587,0.5706722,-0.02560995,1.318417,0.5832875,0.03192902,1.326624,0.5922485,0.05143486,1.325453,0.6052539,0.08196894,1.304177,0.6191015,0.06854952,1.320729,0.6111542,0.02869922,1.311787,0.6213123
274,0.02087819,0.9357986,0.05271379,-0.0640963,0.8764286,0.02432852,0.08681729,0.8578027,0.08617736,0.04269418,1.032275,0.02853664,-0.2782803,0.5190387,0.1769051,0.1224838,0.4494914,0.2561553,0.06986159,1.1271,0.01193414,-0.3352586,0.0996744,0.03848539,0.2114501,0.08732164,0.0128639,0.09823534,1.21539,0.002456151,-0.3723615,0.0002083182,0.1269185,0.207369,3.427267E-05,0.1198912,0.09680776,1.334135,-0.02174977,0.1537556,1.374628,0.0002891161,0.1783592,1.306115,0.008565348,-0.001326596,1.3703,-0.05016235,0.1676683,1.461427,0.04279431,0.2793125,1.276753,0.03488797,-0.1075581,1.337066,0.2050344,0.1935239,1.268639,0.2996323,-0.04209977,1.370446,0.4786276,0.04655888,1.331578,0.5334962,-0.02473023,1.357163,0.5700462,-0.0451114,1.368358,0.5738912,-0.08254358,1.37464,0.5582782,-0.06299832,1.373251,0.5691407,-0.02153113,1.347282,0.50345,-0.01804633,1.36509,0.5929663,-0.0005441662,1.366407,0.6086965,0.03440321,1.348397,0.6204737,0.0159309,1.36039,0.6163658,0.007410342,1.332176,0.5399418,-0.03891947,1.323585,0.5637087,-0.05930143,1.334779,0.5675636,-0.09867419,1.343057,0.5520878,-0.07507832,1.344664,0.5637453,-0.03037413,1.325707,0.5382279,-0.02437926,1.328711,0.5952982,-0.006877055,1.330027,0.6110287,0.02824145,1.313,0.6227427,0.01014688,1.327164,0.6184956,-0.01955329,1.317159,0.5682647,-0.03479434,1.331844,0.536745,-0.05503163,1.343327,0.5396541,-0.09563467,1.349142,0.53222,-0.07080857,1.353213,0.5358357,-0.06187043,1.330608,0.5505772,-0.008101864,1.330904,0.5720069,0.009971479,1.332298,0.5869201,0.04023535,1.314617,0.6055807,0.0266509,1.329388,0.5948802,-0.01336065,1.318351,0.6018403
275,0.03060625,0.9248883,0.05725007,-0.05465357,0.8653834,0.03002634,0.09519359,0.8475469,0.09463907,0.05384725,1.020101,0.02963484,-0.2770966,0.5150698,0.1871295,0.1300972,0.4414814,0.2700676,0.08376084,1.113564,0.01026453,-0.3353288,0.09946185,0.038294,0.2118049,0.08732259,0.01283605,0.1137466,1.201035,-0.001556437,-0.3723439,0.000131011,0.1269157,0.2073282,3.576279E-05,0.119848,0.1141122,1.3187,-0.03059147,0.1701947,1.359848,-0.007567056,0.1940029,1.291639,0.004620336,0.01726778,1.353472,-0.06461644,0.1830552,1.447667,0.03313641,0.2936446,1.263057,0.03626257,-0.1301831,1.314761,0.1683531,0.1869024,1.262098,0.2934011,-0.06500333,1.37128,0.4381853,0.01699418,1.334156,0.5083225,-0.0553287,1.360749,0.5310884,-0.07570605,1.372452,0.5329095,-0.1116177,1.378914,0.5141219,-0.09304334,1.37752,0.5265714,-0.04700209,1.348577,0.4653203,-0.05495886,1.368832,0.5578597,-0.03932075,1.372194,0.5751703,-0.005134644,1.35687,0.5919294,-0.02353421,1.367593,0.5849712,-0.02261201,1.333308,0.5105878,-0.06968549,1.327252,0.5246975,-0.09006453,1.338953,0.5265288,-0.1278778,1.347453,0.5076568,-0.1052661,1.349003,0.5211309,-0.05907606,1.328354,0.4999387,-0.06000717,1.332464,0.5624321,-0.04436912,1.335826,0.5797427,-0.01004654,1.321485,0.5963783,-0.02814494,1.334378,0.5891472,-0.05182877,1.319158,0.5370629,-0.06322908,1.334521,0.4979072,-0.08338161,1.346477,0.4987983,-0.1231204,1.352809,0.4879164,-0.09858307,1.356526,0.4934002,-0.09134963,1.334264,0.5095321,-0.04142074,1.333695,0.5408615,-0.02513059,1.3371,0.5574153,0.003648637,1.322392,0.5804843,-0.009299675,1.335625,0.5672765,-0.04934099,1.323184,0.5708961
276,0.05990369,0.9672346,0.06834821,-0.03028403,0.9159256,0.04033473,0.1213928,0.8827987,0.09366255,0.0875944,1.063352,0.04929727,-0.2472791,0.5474473,0.1587365,0.1465515,0.4647369,0.2402031,0.1352584,1.148981,0.02927127,-0.3444627,0.1224167,0.06830754,0.2109937,0.08731765,0.01288275,0.1756496,1.231778,0.01500997,-0.3721253,-6.556511E-07,0.1260946,0.2073744,3.08156E-05,0.1199272,0.1831018,1.346622,-0.02298584,0.2389718,1.387469,0.001065657,0.2589313,1.319664,0.02034866,0.09680942,1.372954,-0.0830344,0.2549872,1.476678,0.03739305,0.3569337,1.28408,0.0499448,-0.1448615,1.247133,-0.1402988,0.2728751,1.133437,0.2684762,-0.0352321,1.309512,0.1133593,0.03387878,1.281314,0.2329007,-0.03203766,1.297943,0.2065871,-0.05501673,1.30318,0.2064026,-0.08923693,1.299881,0.1839867,-0.07237241,1.303325,0.1983275,-0.0141389,1.291733,0.1419033,-0.05042261,1.321198,0.2212339,-0.04963046,1.325839,0.2443281,-0.0357181,1.311558,0.2802011,-0.04437974,1.32189,0.262308,0.002391864,1.281225,0.2087539,-0.03531433,1.262062,0.1981722,-0.05829572,1.267297,0.1979975,-0.09491077,1.265401,0.1753263,-0.07516201,1.272778,0.1911635,-0.02311963,1.267315,0.17471,-0.05968169,1.285444,0.2234513,-0.05888959,1.290085,0.2465454,-0.0447269,1.27677,0.2823584,-0.05283623,1.289235,0.2643332,-0.0378914,1.269857,0.2104211,-0.02866982,1.27211,0.1723432,-0.05141805,1.277698,0.1712623,-0.09001479,1.272805,0.1562945,-0.06828432,1.283179,0.1644282,-0.05649074,1.263225,0.1808892,-0.03150566,1.284523,0.2192663,-0.02972494,1.289131,0.2422137,-0.02396564,1.276091,0.2792749,-0.02426783,1.288301,0.2600901,-0.05775108,1.276789,0.2373401
